Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/SkeGCNN/external/tf_approxmatch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 108)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_ug.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/SkeGCNN/external/tf_nndistance.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_ug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/kg_dataset_transe.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_ug_proposed.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_pretrain_rank.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/SkeDISN/models/CNN/resnet.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2021/Q2/dsnet/model/cache/dirichlet_old.py: '[' was never closed (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/utils.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/optimize.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 122)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/mpo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/optuni.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 75)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/env.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 557)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/qsampl.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 988)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/VarTTN.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 109)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/heis_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 100)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/ising_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 95)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/uhu_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/utils_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/measure_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2021/Q2/ddks/ddks/methods/tdks.py: invalid syntax (<unknown>, line 58)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/u2p_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/ed_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 76)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/1layer/u2p_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/uhu_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/diag_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 122)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/util_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/heis_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/measure_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 95)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/u2p_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 69)
Skipped LLM_code/arxiv_dataset/2021/Q2/unitary-tensor-network-operator/tests/debug/2layer/ed_debug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 76)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/calc_metrics.py: expected an indented block after 'if' statement on line 96 (<unknown>, line 97)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/create_samples.py: unmatched ')' (<unknown>, line 239)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/training/loss.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/training/augment.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/training/networks.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/training/training_loop.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/network.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/optimizer.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/tfutil.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/autosummary.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/dnnlib/tflib/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/Barcode/metrics/barcode.py: invalid non-printable character U+200B (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/__init__.py: invalid syntax (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/configuration_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2021/Q2/xl-sum/seq2seq/transformers/templates/adding_a_new_example_script/{{cookiecutter.directory_name}}/run_{{cookiecutter.example_shortcut}}.py: invalid syntax (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/mt-diff/mt-diff.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/filter_merge_rank_set.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/bleu.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/delete_stray_matches.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/combine_segcor_trainset.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/wmt_bleu.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/freq.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/meteor_shower.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/agg.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/ter.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 45)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/wmt_ter.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/wmt_fmt.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/meteorToMosesAlign.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/sgmlize.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/scripts/build_wordnet_files.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/xray/MeteorAlignment.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/xray/xray.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/xray/Generation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2021/Q2/dart/evaluation/meteor-1.5/xray/visualize_alignments.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2021/Q2/NAST/utils/argparser.py: expected an indented block after function definition on line 9 (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2021/Q2/bangla-tts/bangla_tts.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/dambrl/dmbrl/misc/optimizers/pgcem.py: invalid syntax (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2021/Q2/AggGen/Human_eva/backend/app/kappa_alignment.py: expected an indented block after 'for' statement on line 97 (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2021/Q2/lecam-gan/third_party/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/lecam-gan/stylegan2/lecam_loss.py: invalid non-printable character U+FEFF (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q2/SDL-Document-Image-Generation/helper/util.py: invalid decimal literal (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2021/Q2/prdarts/test.py: invalid syntax (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2021/Q2/prdarts/test_imagenet.py: invalid syntax (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2021/Q2/SSRL/baselines/acktr/acktr_disc.py: invalid syntax (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/SSRL/baselines/acktr/acktr_cont.py: invalid syntax (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2021/Q2/SSRL/baselines/acktr/kfac.py: invalid syntax (<unknown>, line 13)
Skipped LLM_code/arxiv_dataset/2021/Q2/SSRL/baselines/acktr/value_functions.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2021/Q2/VERNet/m2scorer/scripts/levenshtein.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 71)
Skipped LLM_code/arxiv_dataset/2021/Q2/VERNet/m2scorer/scripts/m2scorer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 139)
Skipped LLM_code/arxiv_dataset/2021/Q2/VERNet/m2scorer/scripts/Tokenizer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 177)
Skipped LLM_code/arxiv_dataset/2021/Q2/VERNet/m2scorer/scripts/token_offsets.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2021/Q2/clcc-cvpr21/util/thread.py: invalid syntax (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2021/Q2/SSRL/baselines/a2c/run.py: invalid syntax (<unknown>, line 4)
Skipped LLM_code/arxiv_dataset/2021/Q2/skyb-aim2020-public/dataset.py: unterminated string literal (detected at line 70) (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/score.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/generate.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/eval_lm.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/setup.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/interactive.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/ICML21_OAXE/fairseq_cli/preprocess.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 133)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/part_seg/evaluate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 63)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/part_seg/train_one_hot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 99)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/part_seg/part_dataset.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 123)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/part_seg/train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 106)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/part_seg/part_dataset_all_normal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 124)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/scene_util.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/scannet_dataset.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/pc_util.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/preprocessing/fetch_label_names.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/scannet/preprocessing/collect_scannet_scenes.py: multiple exception types must be parenthesized (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/tf_ops/sampling/tf_sampling.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 82)
Skipped LLM_code/arxiv_dataset/2021/Q2/SimpleView/pointnet2_tf/tf_ops/grouping/tf_grouping_op_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
